"Supporting table 1 - Dataset assembly and protein classification, Related to Figure 1",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
ENSG00000085117,ENSP00000227155,CD82,P27701,PF00335,9-255,0,Viral-binding non-PRDs
ENSG00000117632,ENSP00000410452,STMN1,P16949,PF00836,5-140,0,Viral-binding non-PRDs
ENSG00000268940,ENSP00000472303,CT45A1,Q5HYN5,PF15300,121-183,0,Non-PRD proteins
ENSG00000077279,ENSP00000348553,DCX,A8K340,PF03607;PF03607,71-133;198-257,1,Non-PRD proteins
ENSG00000265303,ENSP00000464167,,J3QRE1,PF10220,34-104,0,Non-PRD proteins
ENSG00000180113,ENSP00000346065,TDRD6,O60522,PF00567;PF00567;PF00567;PF00567;PF00567;PF00567;PF00567,26-133;246-380;483-604;768-886;982-1102;1301-1422;1515-1638,1,Non-PRD proteins
ENSG00000185127,ENSP00000346931,C6orf120,Q7Z4R8,PF17065,7-191,0,Non-PRD proteins
ENSG00000133055,ENSP00000255416,MYBPH,Q13203,PF07679;PF07679;PF00041;PF00041,175-263;382-471;72-157;268-351,1,Non-PRD proteins
ENSG00000069702,ENSP00000212355,TGFBR3,Q03167,PF00100,456-724,1,Non-PRD proteins
ENSG00000008710,ENSP00000262304,PKD1,P98161,PF08016;PF13855;PF00059;PF02010;PF00801;PF00801;PF00801;PF00801;PF00801;PF00801;PF00801;PF00801;PF00801;PF00801;PF00801;PF00801;PF00801;PF00801;PF00801;PF01477;PF01822,3711-4113;69-127;425-532;2171-2614;275-346;855-922;1024-1116;1129-1202;1216-1285;1299-1370;1385-1456;1472-1538;1553-1622;1637-1708;1723-1792;1807-1877;1892-1961;1976-2051;2063-2135;3120-3231;180-261,0,Non-PRD proteins
ENSG00000163823,ENSP00000296140,CCR1,P32246,PF00001,51-301,0,Non-PRD proteins
ENSG00000198721,ENSP00000369461,ECI2,O75521,PF00378;PF00887,145-393;40-120,0,Viral-binding non-PRDs
ENSG00000101109,ENSP00000361892,STK4,Q13043,PF00069;PF11629,30-281;433-480,1,Inferred viral-binding PRDs
ENSG00000153339,ENSP00000283351,TRAPPC8,Q9Y2L5,PF12739,157-604,1,Non-PRD proteins
ENSG00000180573,ENSP00000473534,H2AC6,Q93077,PF00125;PF16211,2-91;92-126,0,Viral-binding non-PRDs
ENSG00000095739,ENSP00000364683,BAMBI,Q13145,PF06211,4-111,1,Non-PRD proteins
ENSG00000144362,ENSP00000481046,PHOSPHO2,Q8TCD6,PF06888,3-239,0,Non-PRD proteins
ENSG00000176681,ENSP00000326324,LRRC37A,A6NMS7,PF13855;PF14914;PF15779;PF15779;PF15779;PF15779;PF15779;PF15779,891-949;1468-1613;251-320;352-433;487-565;560-629;628-684;687-739,0,Non-PRD proteins
ENSG00000172382,ENSP00000306390,PRSS27,Q9BQR3,PF00089,35-272,0,PRD proteins
ENSG00000164418,ENSP00000397026,GRIK2,Q13002,PF00060;PF01094;PF10613,560-831;52-398;431-546,0,Non-PRD proteins
ENSG00000162517,ENSP00000362807,PEF1,Q9UBV8,PF13405;PF13499,185-218;116-181,0,viral-binding PRDs
ENSG00000126368,ENSP00000246672,NR1D1,P20393,PF00105;PF00104,130-200;434-611,1,PRD proteins
ENSG00000113811,ENSP00000418813,SELENOK,Q9Y6D0,PF10961,1991-02-01 00:00:00,0,Viral-binding non-PRDs
ENSG00000143376,ENSP00000400333,SNX27,Q96L92,PF00788;PF00595;PF00787,273-362;43-133;184-265,1,Inferred viral-binding PRDs
ENSG00000101220,ENSP00000217195,C20orf27,Q9GZN8,PF15006,28-173,1,Non-PRD proteins
ENSG00000006607,ENSP00000264042,FARP2,O94887,PF09379;PF09380;PF00169;PF00169;PF00373;PF00621;PF08736,48-111;238-328;756-852;930-1026;127-234;539-724;333-376,1,Viral-binding non-PRDs
ENSG00000242366,ENSP00000362549,UGT1A8,Q9HAW9,PF00201,26-521,0,Non-PRD proteins
ENSG00000184363,ENSP00000331678,PKP3,Q9Y446,PF00514;PF00514,350-390;392-432,0,viral-binding PRDs
ENSG00000198739,ENSP00000355187,LRRTM3,Q86VH5,PF13855;PF13855;PF13855;PF13855;PF13855;PF13855,64-121;87-145;133-193;157-217;181-241;229-290,1,Non-PRD proteins
ENSG00000156113,ENSP00000385717,KCNMA1,Q5SVJ8,PF00520;PF03493,178-397;538-633,1,Non-PRD proteins
ENSG00000125977,ENSP00000364119,EIF2S2,P20042,PF01873,192-308,0,Viral-binding non-PRDs
ENSG00000165192,ENSP00000417914,ASB11,Q8WXH4,PF07525;PF13637;PF12796;PF12796;PF12796,284-322;228-281;33-125;69-162;156-226,0,Non-PRD proteins
ENSG00000164172,ENSP00000380157,MOCS2,O96007,PF02391,49-161,0,Non-PRD proteins
ENSG00000185100,ENSP00000333019,ADSS1,Q8N142,PF00709,34-454,0,Non-PRD proteins
ENSG00000089356,ENSP00000473929,FXYD3,Q14802,PF02038,25-71,0,Non-PRD proteins
ENSG00000115350,ENSP00000420176,POLE4,Q9NR33,PF00808,39-103,0,Viral-binding non-PRDs
ENSG00000081665,ENSP00000468150,ZNF506,Q5JVG8,PF13912;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352,341-366;201-223;229-251;257-279;285-307;313-335;369-391;397-419;3-44,0,Non-PRD proteins
ENSG00000029639,ENSP00000356134,TFB1M,Q8WVM0,PF00398,26-303,0,Viral-binding non-PRDs
ENSG00000110719,ENSP00000265686,TCIRG1,Q13488,PF01496,27-825,1,Viral-binding non-PRDs
ENSG00000122852,ENSP00000397082,SFTPA1,Q8IWL2,PF00059,144-248,0,Non-PRD proteins
ENSG00000204219,ENSP00000406293,TCEA3,O75764,PF01096;PF07500;PF08711,308-346;185-295;26-79,0,Non-PRD proteins
ENSG00000079974,ENSP00000378958,RABL2B,Q9UNT1,PF00071,23-179,1,Non-PRD proteins
ENSG00000162604,ENSP00000360222,TM2D1,J3KPA2,PF05154,179-228,0,Non-PRD proteins
ENSG00000076641,ENSP00000220597,PAG1,Q9NWQ8,PF15347,2-432,1,Non-PRD proteins
ENSG00000135211,ENSP00000257663,TMEM60,Q9H2L4,PF10269,25-132,1,Non-PRD proteins
ENSG00000183576,ENSP00000327436,SETD3,Q86TU7,PF00856;PF09273,105-314;345-475,0,Non-PRD proteins
ENSG00000182132,ENSP00000414886,KCNIP1,Q9NZI2,PF13499;PF13833,135-211;76-129,1,PRD proteins
ENSG00000145216,ENSP00000336752,FIP1L1,Q6UN15,PF05182,154-196,0,Viral-binding non-PRDs
ENSG00000274311,ENSP00000483942,LILRB5,A0A0G2JPM8,PF13895;PF00047;PF00047,28-117;227-306;327-409,0,Non-PRD proteins
ENSG00000281038,ENSP00000487204,OR8U9,P0C7N5,PF13853,31-308,0,Non-PRD proteins
ENSG00000047315,ENSP00000370625,POLR2B,P30876,PF00562;PF04566;PF04560;PF04567;PF04561;PF04563;PF04565,707-1080;567-629;1082-1174;653-700;201-394;38-442;468-532,0,Viral-binding non-PRDs
ENSG00000140320,ENSP00000396976,BAHD1,Q8TBE0,PF01426,624-779,1,Non-PRD proteins
ENSG00000141194,ENSP00000365451,OR4D1,Q15615,PF13853,31-303,0,Non-PRD proteins
ENSG00000069998,ENSP00000337358,HDHD5,Q9BXW7,PF13344;PF13242,49-152;276-325,1,Non-PRD proteins
ENSG00000164011,ENSP00000361580,ZNF691,Q5VV52,PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096,115-137;143-165;171-193;199-221;227-249;255-277;283-305,0,Non-PRD proteins
ENSG00000174788,ENSP00000310585,PCP2,Q8IVA1,PF02188;PF02188,24-45;64-84,0,Non-PRD proteins
ENSG00000111305,ENSP00000498528,GSG1,A0A494C0G6,PF07803,24-160,0,Viral-binding non-PRDs
ENSG00000134030,ENSP00000372459,CTIF,O43310,PF02854,373-577,0,Non-PRD proteins
ENSG00000180532,ENSP00000321963,ZSCAN4,Q8NAM6,PF02023;PF00096;PF00096;PF00096;PF00096,40-129;312-334;340-362;368-390;396-418,0,Non-PRD proteins
ENSG00000169515,ENSP00000303158,CCDC8,Q9H0W5,PF14893,1-116,0,Viral-binding non-PRDs
ENSG00000079691,ENSP00000331983,CARMIL1,Q5VZK9,PF13516;PF13516;PF17888;PF16000,274-297;569-592;26-119;786-1081,1,Non-PRD proteins
ENSG00000186818,ENSP00000375613,LILRB4,A0A0A0MS20,PF13895;PF00047,28-117;127-209,0,Non-PRD proteins
ENSG00000131504,ENSP00000381565,DIAPH1,A0A0G2JH68,PF06367;PF06371;PF02181;PF06345;PF06346;PF06346,274-464;84-268;769-1146;1197-1211;614-691;662-764,0,Viral-binding non-PRDs
ENSG00000074755,ENSP00000371051,ZZEF1,O43149,PF00569;PF00569;PF03256,1779-1820;1826-1870;226-393,1,Viral-binding non-PRDs
ENSG00000188706,ENSP00000360103,ZDHHC9,Q9Y397,PF01529,134-263,1,PRD proteins
ENSG00000212993,ENSP00000419298,POU5F1B,Q06416,PF00157;PF00046,141-212;231-286,0,PRD proteins
ENSG00000125999,ENSP00000253354,BPIFB1,Q8TDL5,PF01273;PF02886,43-215;285-471,0,Viral-binding non-PRDs
ENSG00000141252,ENSP00000401435,VPS53,Q5VIR6,PF04100,39-453,1,Viral-binding non-PRDs
ENSG00000158955,ENSP00000290015,WNT9B,O14905,PF00110,56-356,0,Non-PRD proteins
ENSG00000178927,ENSP00000462515,CYBC1,J3KSJ5,PF15169,2-153,1,Non-PRD proteins
ENSG00000224712,ENSP00000437133,NPIPA3,E9PNV8,PF06409,41-307,0,Non-PRD proteins
ENSG00000144644,ENSP00000282538,GADL1,Q6ZQY3,PF00282,77-445,0,Non-PRD proteins
ENSG00000215009,ENSP00000382349,ACSM4,P0C7M7,PF00501;PF13193,63-478;486-566,0,Non-PRD proteins
ENSG00000244509,ENSP00000355340,APOBEC3C,Q9NRW3,PF18782,10-189,0,Viral-binding non-PRDs
ENSG00000197062,ENSP00000481707,ZSCAN26,A0A024RCN4,PF02023;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096,47-136;283-305;311-333;339-361;367-389;395-417;423-445;451-474,0,Non-PRD proteins
ENSG00000179600,ENSP00000479431,GPHB5,Q86YW7,PF00007,33-130,1,Non-PRD proteins
ENSG00000138675,ENSP00000311697,FGF5,P12034,PF00167,87-216,1,Non-PRD proteins
ENSG00000161850,ENSP00000257974,KRT82,Q9NSB4,PF00038;PF16208,119-430;60-116,0,Non-PRD proteins
ENSG00000135773,ENSP00000271971,CAPN9,O14815,PF00648;PF01067,43-335;356-486,1,Non-PRD proteins
ENSG00000048028,ENSP00000003302,USP28,Q96RU2,PF00443,162-647,0,Non-PRD proteins
ENSG00000239389,ENSP00000289272,PCDHA13,Q9Y5I0,PF08266;PF00028;PF00028;PF00028;PF00028;PF00028;PF15974,30-112;138-233;247-341;355-446;460-556;578-670;800-933,0,Non-PRD proteins
ENSG00000121743,ENSP00000241125,GJA3,Q9Y6H8,PF00029,3-227,0,Viral-binding non-PRDs
ENSG00000106089,ENSP00000222812,STX1A,Q16623,PF00804;PF05739,30-227;228-280,0,Viral-binding non-PRDs
ENSG00000052723,ENSP00000358541,SIKE1,Q9BRV8,PF05769,2-187,1,Viral-binding non-PRDs
ENSG00000186834,ENSP00000328773,HEXIM1,O94992,PF15313,164-301,0,Viral-binding non-PRDs
ENSG00000148297,ENSP00000482438,MED22,Q15528,PF06179,20-125,0,Non-PRD proteins
ENSG00000169855,ENSP00000420321,ROBO1,Q9Y6N7,PF07679;PF07679;PF13927;PF13927;PF13927;PF00041;PF00041;PF00041,170-258;262-347;67-151;350-432;454-529;562-646;678-758;777-864,1,Viral-binding non-PRDs
ENSG00000170606,ENSP00000302961,HSPA4,P34932,PF00012;PF00012,3-607;586-691,1,Viral-binding non-PRDs
ENSG00000171657,ENSP00000303549,GPR82,Q96P67,PF00001,32-309,0,Non-PRD proteins
ENSG00000168528,ENSP00000362814,SERINC2,Q96SA4,PF03348,16-453,1,Non-PRD proteins
ENSG00000090863,ENSP00000205061,GLG1,Q92896,PF00839;PF00839;PF00839;PF00839;PF00839;PF00839;PF00839;PF00839;PF00839;PF00839;PF00839;PF00839;PF00839;PF00839;PF00839,153-212;214-278;289-346;349-413;417-473;478-537;540-604;612-668;669-729;732-788;799-856;857-912;915-979;982-1042;1044-1101,1,Viral-binding non-PRDs
ENSG00000169627,ENSP00000306752,BOLA2B,A0A087WZT3,PF01722,78-145,0,Viral-binding non-PRDs
ENSG00000183638,ENSP00000371923,RP1L1,Q8IWN7,PF03607;PF03607,52-110;169-225,0,Non-PRD proteins
ENSG00000197444,ENSP00000363216,OGDHL,Q9ULD0,PF02779;PF00676;PF16870;PF16078,636-852;243-569;855-1000;42-81,1,Non-PRD proteins
ENSG00000166881,ENSP00000300128,NEMP1,O14524,PF10225,152-398,1,Viral-binding non-PRDs
ENSG00000171819,ENSP00000366015,ANGPTL7,O43827,PF00147,127-342,1,Non-PRD proteins
ENSG00000085831,ENSP00000393952,TTC39A,Q5SRH9,PF10300;PF10300,29-148;171-518,0,Non-PRD proteins
ENSG00000126814,ENSP00000261249,TRMT5,Q32P41,PF02475,198-419,1,Non-PRD proteins
ENSG00000130762,ENSP00000367629,ARHGEF16,Q5VV41,PF14604;PF00169;PF00621,637-685;502-620;288-466,1,PRD proteins
ENSG00000025770,ENSP00000299821,NCAPH2,Q6IBW4,PF06278;PF16869;PF16858,11-123;147-287;316-595,1,Viral-binding non-PRDs
ENSG00000106648,ENSP00000392582,GALNTL5,Q7Z4T8,PF00535,137-323,0,PRD proteins
ENSG00000205882,ENSP00000435010,DEFB134,Q4QY38,PF13841,31-59,0,Non-PRD proteins
ENSG00000185774,ENSP00000371587,KCNIP4,Q6PIL6,PF13499;PF13833;PF13202,158-234;99-152;209-233,1,PRD proteins
ENSG00000197928,ENSP00000469391,ZNF677,Q86XU0,PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352,263-285;291-313;319-341;347-369;375-397;403-425;431-453;459-481;487-509;515-537;7-48,0,Non-PRD proteins
ENSG00000241794,ENSP00000376423,SPRR2A,P35326,PF14820,1969-02-01 00:00:00,0,Viral-binding non-PRDs
ENSG00000172613,ENSP00000311360,RAD9A,Q99638,PF04139,13-265,1,Non-PRD proteins
ENSG00000160325,ENSP00000440832,CACFD1,Q9UGQ2,PF10233,34-143,1,Non-PRD proteins
ENSG00000121653,ENSP00000241014,MAPK8IP1,Q9UQF2,PF14604;PF00640,495-544;567-701,1,viral-binding PRDs
ENSG00000164171,ENSP00000296585,ITGA2,P17301,PF00092;PF08441;PF01839,174-355;649-1068;554-589,1,viral-binding PRDs
ENSG00000171962,ENSP00000326870,DRC3,Q9H069,PF13855,65-121,1,Non-PRD proteins
ENSG00000146463,ENSP00000322915,ZMYM4,Q5VZL5,PF06467;PF06467;PF06467;PF06467;PF06467;PF12012,336-373;384-425;481-521;683-719;724-760;1356-1526,1,Viral-binding non-PRDs
ENSG00000121446,ENSP00000457748,RGSL1,A5PLK6,PF00615,645-755,0,Non-PRD proteins
ENSG00000029559,ENSP00000226284,IBSP,P21815,PF05432,17-314,0,Non-PRD proteins
ENSG00000117682,ENSP00000353104,DHDDS,Q86SQ9,PF01255,32-255,1,Non-PRD proteins
ENSG00000128266,ENSP00000478892,GNAZ,P19086,PF00503,13-344,1,Viral-binding non-PRDs
ENSG00000213995,ENSP00000311984,NAXD,Q8IW45,PF01256,76-338,1,Non-PRD proteins
ENSG00000203943,ENSP00000359705,SAMD13,Q5VXD3,PF00536,49-109,0,Non-PRD proteins
ENSG00000144231,ENSP00000272645,POLR2D,O15514,PF03874,31-138,1,Viral-binding non-PRDs
ENSG00000136842,ENSP00000378637,TMOD1,P28289,PF03250,3-143,0,Non-PRD proteins
ENSG00000197780,ENSP00000433883,TAF13,Q15543,PF02269,30-119,1,Viral-binding non-PRDs
ENSG00000154545,ENSP00000472118,MAGED4,Q96JG8,PF01454;PF01454,420-491;479-587,0,Non-PRD proteins
ENSG00000276464,ENSP00000488074,POMZP3,A0A0J9YWR1,PF00100,174-244,0,Non-PRD proteins
ENSG00000057757,ENSP00000246151,PITHD1,Q9GZP4,PF06201,31-175,0,Non-PRD proteins
ENSG00000107736,ENSP00000224721,CDH23,Q9H251,PF00028;PF00028;PF00028;PF00028;PF00028;PF00028;PF00028;PF00028;PF00028;PF00028;PF00028;PF00028;PF00028;PF00028;PF00028;PF00028;PF00028;PF00028;PF00028;PF00028;PF00028;PF00028;PF00028;PF00028,39-122;137-227;241-337;465-552;566-662;676-769;783-879;895-986;1000-1093;1107-1199;1215-1304;1318-1409;1424-1518;1533-1625;1639-1735;1751-1842;1856-1940;2074-2165;2179-2284;2301-2393;2407-2500;2514-2602;2619-2712;2733-2823,1,Non-PRD proteins
ENSG00000167862,ENSP00000301585,MRPL58,Q14197,PF00472,66-201,0,Viral-binding non-PRDs
ENSG00000104879,ENSP00000221476,CKM,P06732,PF00217;PF02807,153-367;24-94,0,Viral-binding non-PRDs
ENSG00000185482,ENSP00000329200,STAC3,Q96MF2,PF07653;PF00018;PF00130;PF16664,310-364;253-298;90-144;146-253,0,PRD proteins
ENSG00000104951,ENSP00000342557,IL4I1,Q96RQ9,PF01593,69-505,1,Non-PRD proteins
ENSG00000275835,ENSP00000484566,TUBGCP5,A0A087X1Z1,PF17681;PF04130,271-713;716-1018,1,Viral-binding non-PRDs
ENSG00000120306,ENSP00000261811,CYSTM1,Q9H1C7,PF12734,36-97,0,Non-PRD proteins
ENSG00000154146,ENSP00000399591,NRGN,Q92686,PF00612,27-47,1,Non-PRD proteins
ENSG00000167658,ENSP00000307940,EEF2,P13639,PF00009;PF03764;PF14492;PF00679;PF03144,17-360;620-737;501-568;739-828;409-486,1,Viral-binding non-PRDs
ENSG00000198225,ENSP00000359693,FKBP1C,Q5VVH2,PF00254,14-105,0,Non-PRD proteins
ENSG00000254959,ENSP00000456039,INMT-MINDY4,F8WBC2,PF01234,1-130,0,Non-PRD proteins
ENSG00000130731,ENSP00000440765,METTL26,Q96S19,PF06080,1-203,0,Non-PRD proteins
ENSG00000181029,ENSP00000316990,TRAPPC5,Q8IUR0,PF04051,29-175,0,Viral-binding non-PRDs
ENSG00000107611,ENSP00000367064,CUBN,O60494,PF12947;PF00008;PF00008;PF00008;PF07645;PF07645;PF07645;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431;PF00431,353-388;136-166;399-428;436-466;170-217;263-303;305-347;474-583;590-699;708-813;817-925;932-1039;1048-1158;1165-1274;1278-1386;1391-1503;1510-1616;1620-1731;1738-1847;1852-1960;1978-2088;2092-2210;2217-2331;2336-2445;2452-2562;2570-2684;2689-2798;2805-2916;2920-3032;3037-3147;3157-3271;3278-3390;3395-3504;3511-3621,1,Viral-binding non-PRDs
ENSG00000099977,ENSP00000384866,DDT,B5MC82,PF01187,2-110,0,Non-PRD proteins
ENSG00000283977,ENSP00000491841,,B2R4A9,PF02953,1969-03-01 00:00:00,0,Non-PRD proteins
ENSG00000182979,ENSP00000333633,MTA1,Q13330,PF00249;PF00320;PF01448;PF01426;PF17226;PF17226,285-331;393-430;167-219;4-164;464-541;656-695,0,Viral-binding non-PRDs
ENSG00000010818,ENSP00000356576,HIVEP2,P31629,PF00096;PF00096;PF00096,189-211;1799-1821;1827-1851,1,Viral-binding non-PRDs
ENSG00000179299,ENSP00000371201,NSUN7,Q8NE18,PF01189,293-461,1,Non-PRD proteins
ENSG00000135766,ENSP00000355601,EGLN1,Q9GZT9,PF13640;PF01753,298-391;21-58,0,viral-binding PRDs
ENSG00000180016,ENSP00000313384,OR1E1,P30953,PF13853,31-308,0,Non-PRD proteins
ENSG00000173334,ENSP00000312150,TRIB1,Q96RU8,PF00069,105-338,0,PRD proteins
ENSG00000182809,ENSP00000426119,CRIP2,P52943,PF00412;PF00412,5-62;126-183,0,Viral-binding non-PRDs
ENSG00000116237,ENSP00000343552,ICMT,O60725,PF04140,163-257,0,Viral-binding non-PRDs
ENSG00000088756,ENSP00000372964,ARHGAP28,Q9P2N2,PF00620,399-552,1,PRD proteins
ENSG00000011295,ENSP00000261647,TTC19,Q6DKK2,PF13374;PF13424,319-346;244-311,0,Viral-binding non-PRDs
ENSG00000133103,ENSP00000397441,COG6,Q9Y2V7,PF06419,56-656,1,Viral-binding non-PRDs
ENSG00000126524,ENSP00000483040,SBDS,A0A087X020,PF09377;PF01172,107-225;14-101,1,Non-PRD proteins
ENSG00000244038,ENSP00000399457,DDOST,P39656,PF03345,47-456,1,Viral-binding non-PRDs
ENSG00000134910,ENSP00000376472,STT3A,P46977,PF02516,17-484,1,viral-binding PRDs
ENSG00000170502,ENSP00000303575,NUDT9,Q9BW91,PF00293,191-331,0,Non-PRD proteins
ENSG00000104325,ENSP00000220764,DECR1,Q16698,PF13561,65-304,1,Viral-binding non-PRDs
ENSG00000125695,ENSP00000464100,,J3QR89,PF07946,1954-01-01 00:00:00,0,Non-PRD proteins
ENSG00000166348,ENSP00000345216,USP54,Q70EL1,PF00443,31-349,0,Viral-binding non-PRDs
ENSG00000197208,ENSP00000200652,SLC22A4,Q9H015,PF00083,107-522,0,Non-PRD proteins
ENSG00000142459,ENSP00000445905,EVI5L,Q96CN4,PF00566,118-320,1,Viral-binding non-PRDs
ENSG00000185278,ENSP00000415293,ZBTB37,Q5TC79,PF00651;PF00096;PF00096,22-126;373-395;401-423,1,Non-PRD proteins
ENSG00000124688,ENSP00000410818,MAD2L1BP,Q15013,PF06581,10-274,0,Non-PRD proteins
ENSG00000158023,ENSP00000288912,CFAP251,Q8TBY9,PF00400,289-329,0,PRD proteins
ENSG00000145103,ENSP00000345667,ILDR1,Q86SU0,PF05624,167-214,1,Non-PRD proteins
ENSG00000001630,ENSP00000003100,CYP51A1,A0A0C4DFL7,PF00067,67-502,0,Viral-binding non-PRDs
ENSG00000118276,ENSP00000306459,B4GALT6,Q9UBX8,PF13733;PF02709,108-243;247-325,1,PRD proteins
ENSG00000285446,ENSP00000495266,,A0A2R8Y6J1,PF16332,64-257,1,Non-PRD proteins
ENSG00000281310,ENSP00000492227,,A0A1W2PRG0,PF13417;PF00043,5-83;102-201,0,Non-PRD proteins
ENSG00000134365,ENSP00000477162,CFHR4,Q92496,PF00084;PF00084;PF00084;PF00084;PF00084;PF00084;PF00084;PF00084,24-88;88-145;149-204;211-265;271-332;334-392;396-451;458-512,0,Non-PRD proteins
ENSG00000071994,ENSP00000439467,PDCD2,Q16342,PF01753;PF04194,135-172;189-339,0,viral-binding PRDs
ENSG00000178772,ENSP00000319464,CPN2,P22792,PF13855;PF13855;PF13855;PF13855;PF13855,146-205;193-253;242-301;291-349;337-396,0,Non-PRD proteins
ENSG00000120327,ENSP00000239449,PCDHB14,Q9Y5E9,PF08266;PF00028;PF00028;PF00028;PF00028;PF00028;PF16492,30-112;138-233;247-338;352-442;456-552;575-663;685-768,0,Non-PRD proteins
ENSG00000185344,ENSP00000332247,ATP6V0A2,Q9Y487,PF01496,27-842,1,Non-PRD proteins
ENSG00000186009,ENSP00000334216,ATP4B,P51164,PF00287,7-285,1,Non-PRD proteins
ENSG00000187037,ENSP00000334540,GPR141,Q7Z602,PF00001,33-281,0,Non-PRD proteins
ENSG00000103197,ENSP00000219476,TSC2,P49815,PF02145;PF03542;PF11864,1561-1749;555-903;54-470,1,Viral-binding non-PRDs
ENSG00000084628,ENSP00000362841,NKAIN1,Q4KMZ8,PF05640,1-206,0,Viral-binding non-PRDs
ENSG00000275896,ENSP00000488437,PRSS2,A6XMV9,PF00089,24-253,0,viral-binding PRDs
ENSG00000100410,ENSP00000216252,PHF5A,Q7RTV0,PF03660,1-104,1,Viral-binding non-PRDs
ENSG00000224234,ENSP00000448262,OR10C1,A0A0G2JL13,PF13853,32-309,0,Non-PRD proteins
ENSG00000146938,ENSP00000439203,NLGN4X,Q8N0W4,PF00135,44-590,0,Non-PRD proteins
ENSG00000182196,ENSP00000313422,ARL6IP4,Q66PJ3,PF10500,191-419,1,Viral-binding non-PRDs
ENSG00000173535,ENSP00000349324,TNFRSF10C,O14798,PF00020;PF00020,69-109;111-149,0,Non-PRD proteins
ENSG00000007038,ENSP00000005995,PRSS21,Q9Y6M0,PF00089,42-281,0,viral-binding PRDs
ENSG00000188505,ENSP00000342137,NCCRP1,Q6ZVX7,PF04300,96-271,0,Non-PRD proteins
ENSG00000185250,ENSP00000392257,PPIL6,Q8IXY8,PF00160,145-308,0,Non-PRD proteins
ENSG00000160072,ENSP00000500094,ATAD3B,Q5T9A4,PF00004;PF12037,348-475;29-286,0,Viral-binding non-PRDs
ENSG00000151789,ENSP00000281523,ZNF385D,Q9H6B1,PF12874;PF12874;PF12874,80-104;204-228;267-291,0,Non-PRD proteins
ENSG00000115297,ENSP00000233638,TLX2,O43763,PF00046,158-214,0,PRD proteins
ENSG00000267673,ENSP00000377311,FDX2,Q6P4F2,PF00111,76-159,0,Non-PRD proteins
ENSG00000285942,ENSP00000497618,,A0A3B3ISV5,PF13855;PF13855;PF13855,38-97;62-120;131-188,0,Non-PRD proteins
ENSG00000244752,ENSP00000381273,CRYBB2,P43320,PF00030;PF00030,18-100;108-190,1,Non-PRD proteins
ENSG00000179314,ENSP00000446032,WSCD1,Q658N2,PF00685;PF01822;PF01822,416-525;145-224;248-330,1,Non-PRD proteins
ENSG00000149187,ENSP00000436864,CELF1,G5EA30,PF00076;PF00076;PF00076,45-115;137-205;431-501,1,viral-binding PRDs
ENSG00000162999,ENSP00000346160,DUSP19,Q8WTR2,PF00782,73-203,1,Non-PRD proteins
ENSG00000164122,ENSP00000296525,ASB5,Q8WWX0,PF07525;PF12796;PF12796,290-328;74-166;172-263,1,Non-PRD proteins
ENSG00000102054,ENSP00000369424,RBBP7,Q16576,PF12265;PF00400;PF00400;PF00400;PF00400;PF00400,18-87;166-205;217-255;262-301;307-345;363-402,0,Inferred viral-binding PRDs
ENSG00000101916,ENSP00000312082,TLR8,Q9NR97,PF00560;PF13855;PF13855;PF13855;PF01582,65-86;276-323;639-700;712-774;879-1039,0,PRD proteins
ENSG00000183283,ENSP00000448051,DAZAP2,Q15038,PF11029,35-168,0,Viral-binding non-PRDs
ENSG00000107890,ENSP00000365255,ANKRD26,Q9UPS8,PF12001;PF14915;PF00023;PF13637;PF13637;PF12796,1523-1631;914-1218;178-210;48-100;80-125;50-143,0,PRD proteins
ENSG00000135338,ENSP00000376686,LCA5,Q86VQ0,PF15619,100-292,1,Viral-binding non-PRDs
ENSG00000145863,ENSP00000274545,GABRA6,Q16445,PF02931;PF02932,32-240;247-399,1,Non-PRD proteins
ENSG00000172339,ENSP00000359224,ALG14,Q96F25,PF08660,39-215,0,Non-PRD proteins
ENSG00000079689,ENSP00000367197,SCGN,O76038,PF13202;PF00036,156-179;109-137,0,PRD proteins
ENSG00000166930,ENSP00000300190,MS4A5,Q9H3V2,PF04103,49-189,0,Non-PRD proteins
ENSG00000196588,ENSP00000347847,MRTFA,A0A499FIJ6,PF02037;PF02755;PF02755;PF02755,447-481;81-103;125-148;169-192,0,PRD proteins
ENSG00000114120,ENSP00000320688,SLC25A36,Q96CQ1,PF00153;PF00153;PF00153,2-113;114-208;222-311,0,Non-PRD proteins
ENSG00000074201,ENSP00000433919,CLNS1A,P54105,PF03517,35-164,0,Viral-binding non-PRDs
ENSG00000188158,ENSP00000502262,NHS,Q6T4R5,PF15273,439-1078,1,Viral-binding non-PRDs
